horizon,target_variable,age_id,scenario_id,value,sample,location
36 wk,inc death,child,B,0,45,PL
37 wk,inc death,child,B,1,45,PL
38 wk,inc death,child,B,1,45,PL
39 wk,inc death,child,B,0,45,PL
40 wk,inc death,child,B,1,45,PL
41 wk,inc death,child,B,0,45,PL
42 wk,inc death,child,B,0,45,PL
1 wk,inc hosp,child,B,24,45,PL
2 wk,inc hosp,child,B,18,45,PL
3 wk,inc hosp,child,B,12,45,PL
4 wk,inc hosp,child,B,5,45,PL
5 wk,inc hosp,child,B,9,45,PL
6 wk,inc hosp,child,B,6,45,PL
7 wk,inc hosp,child,B,4,45,PL
8 wk,inc hosp,child,B,2,45,PL
9 wk,inc hosp,child,B,2,45,PL
10 wk,inc hosp,child,B,4,45,PL
11 wk,inc hosp,child,B,0,45,PL
12 wk,inc hosp,child,B,0,45,PL
13 wk,inc hosp,child,B,1,45,PL
14 wk,inc hosp,child,B,2,45,PL
15 wk,inc hosp,child,B,0,45,PL
16 wk,inc hosp,child,B,0,45,PL
17 wk,inc hosp,child,B,0,45,PL
18 wk,inc hosp,child,B,1,45,PL
19 wk,inc hosp,child,B,0,45,PL
20 wk,inc hosp,child,B,0,45,PL
21 wk,inc hosp,child,B,0,45,PL
22 wk,inc hosp,child,B,0,45,PL
23 wk,inc hosp,child,B,0,45,PL
24 wk,inc hosp,child,B,0,45,PL
25 wk,inc hosp,child,B,1,45,PL
26 wk,inc hosp,child,B,5,45,PL
27 wk,inc hosp,child,B,6,45,PL
28 wk,inc hosp,child,B,15,45,PL
29 wk,inc hosp,child,B,21,45,PL
30 wk,inc hosp,child,B,29,45,PL
31 wk,inc hosp,child,B,30,45,PL
32 wk,inc hosp,child,B,40,45,PL
33 wk,inc hosp,child,B,38,45,PL
34 wk,inc hosp,child,B,21,45,PL
35 wk,inc hosp,child,B,6,45,PL
36 wk,inc hosp,child,B,2,45,PL
37 wk,inc hosp,child,B,1,45,PL
38 wk,inc hosp,child,B,1,45,PL
39 wk,inc hosp,child,B,0,45,PL
40 wk,inc hosp,child,B,2,45,PL
41 wk,inc hosp,child,B,0,45,PL
42 wk,inc hosp,child,B,0,45,PL
1 wk,inc infection,adult,B,874843,45,PL
2 wk,inc infection,adult,B,617343,45,PL
3 wk,inc infection,adult,B,397174,45,PL
4 wk,inc infection,adult,B,253862,45,PL
5 wk,inc infection,adult,B,167697,45,PL
6 wk,inc infection,adult,B,117856,45,PL
7 wk,inc infection,adult,B,84164,45,PL
8 wk,inc infection,adult,B,61153,45,PL
9 wk,inc infection,adult,B,47945,45,PL
10 wk,inc infection,adult,B,40156,45,PL
11 wk,inc infection,adult,B,36632,45,PL
12 wk,inc infection,adult,B,35126,45,PL
13 wk,inc infection,adult,B,35913,45,PL
14 wk,inc infection,adult,B,39439,45,PL
15 wk,inc infection,adult,B,37370,45,PL
16 wk,inc infection,adult,B,33987,45,PL
17 wk,inc infection,adult,B,33363,45,PL
18 wk,inc infection,adult,B,34938,45,PL
19 wk,inc infection,adult,B,37981,45,PL
20 wk,inc infection,adult,B,43632,45,PL
21 wk,inc infection,adult,B,52467,45,PL
22 wk,inc infection,adult,B,64993,45,PL
23 wk,inc infection,adult,B,84907,45,PL
24 wk,inc infection,adult,B,117773,45,PL
25 wk,inc infection,adult,B,198991,45,PL
26 wk,inc infection,adult,B,384032,45,PL
27 wk,inc infection,adult,B,750369,45,PL
28 wk,inc infection,adult,B,1250028,45,PL
29 wk,inc infection,adult,B,1761588,45,PL
30 wk,inc infection,adult,B,2246620,45,PL
31 wk,inc infection,adult,B,2446674,45,PL
32 wk,inc infection,adult,B,2096897,45,PL
33 wk,inc infection,adult,B,1333477,45,PL
34 wk,inc infection,adult,B,636127,45,PL
35 wk,inc infection,adult,B,263267,45,PL
36 wk,inc infection,adult,B,120672,45,PL
37 wk,inc infection,adult,B,64301,45,PL
38 wk,inc infection,adult,B,41018,45,PL
39 wk,inc infection,adult,B,31270,45,PL
40 wk,inc infection,adult,B,26162,45,PL
41 wk,inc infection,adult,B,24189,45,PL
42 wk,inc infection,adult,B,3457,45,PL
1 wk,inc death,adult,B,90,45,PL
2 wk,inc death,adult,B,62,45,PL
3 wk,inc death,adult,B,52,45,PL
4 wk,inc death,adult,B,36,45,PL
5 wk,inc death,adult,B,30,45,PL
6 wk,inc death,adult,B,14,45,PL
7 wk,inc death,adult,B,8,45,PL
8 wk,inc death,adult,B,7,45,PL
9 wk,inc death,adult,B,7,45,PL
10 wk,inc death,adult,B,3,45,PL
11 wk,inc death,adult,B,0,45,PL
12 wk,inc death,adult,B,1,45,PL
13 wk,inc death,adult,B,6,45,PL
14 wk,inc death,adult,B,1,45,PL
15 wk,inc death,adult,B,2,45,PL
16 wk,inc death,adult,B,3,45,PL
17 wk,inc death,adult,B,0,45,PL
18 wk,inc death,adult,B,0,45,PL
19 wk,inc death,adult,B,3,45,PL
20 wk,inc death,adult,B,2,45,PL
21 wk,inc death,adult,B,1,45,PL
22 wk,inc death,adult,B,1,45,PL
23 wk,inc death,adult,B,0,45,PL
24 wk,inc death,adult,B,3,45,PL
25 wk,inc death,adult,B,4,45,PL
26 wk,inc death,adult,B,8,45,PL
27 wk,inc death,adult,B,7,45,PL
28 wk,inc death,adult,B,15,45,PL
29 wk,inc death,adult,B,40,45,PL
30 wk,inc death,adult,B,45,45,PL
31 wk,inc death,adult,B,61,45,PL
32 wk,inc death,adult,B,90,45,PL
33 wk,inc death,adult,B,110,45,PL
34 wk,inc death,adult,B,104,45,PL
35 wk,inc death,adult,B,73,45,PL
36 wk,inc death,adult,B,27,45,PL
37 wk,inc death,adult,B,20,45,PL
38 wk,inc death,adult,B,4,45,PL
39 wk,inc death,adult,B,6,45,PL
40 wk,inc death,adult,B,2,45,PL
41 wk,inc death,adult,B,1,45,PL
42 wk,inc death,adult,B,0,45,PL
1 wk,inc hosp,adult,B,604,45,PL
2 wk,inc hosp,adult,B,454,45,PL
3 wk,inc hosp,adult,B,279,45,PL
4 wk,inc hosp,adult,B,189,45,PL
5 wk,inc hosp,adult,B,110,45,PL
6 wk,inc hosp,adult,B,71,45,PL
7 wk,inc hosp,adult,B,50,45,PL
8 wk,inc hosp,adult,B,43,45,PL
9 wk,inc hosp,adult,B,19,45,PL
10 wk,inc hosp,adult,B,20,45,PL
11 wk,inc hosp,adult,B,14,45,PL
12 wk,inc hosp,adult,B,17,45,PL
13 wk,inc hosp,adult,B,12,45,PL
14 wk,inc hosp,adult,B,12,45,PL
15 wk,inc hosp,adult,B,15,45,PL
16 wk,inc hosp,adult,B,10,45,PL
17 wk,inc hosp,adult,B,11,45,PL
18 wk,inc hosp,adult,B,12,45,PL
19 wk,inc hosp,adult,B,22,45,PL
20 wk,inc hosp,adult,B,8,45,PL
21 wk,inc hosp,adult,B,20,45,PL
22 wk,inc hosp,adult,B,18,45,PL
23 wk,inc hosp,adult,B,38,45,PL
24 wk,inc hosp,adult,B,37,45,PL
25 wk,inc hosp,adult,B,56,45,PL
26 wk,inc hosp,adult,B,89,45,PL
27 wk,inc hosp,adult,B,158,45,PL
28 wk,inc hosp,adult,B,303,45,PL
29 wk,inc hosp,adult,B,516,45,PL
30 wk,inc hosp,adult,B,741,45,PL
31 wk,inc hosp,adult,B,893,45,PL
32 wk,inc hosp,adult,B,1012,45,PL
33 wk,inc hosp,adult,B,880,45,PL
34 wk,inc hosp,adult,B,638,45,PL
35 wk,inc hosp,adult,B,274,45,PL
36 wk,inc hosp,adult,B,102,45,PL
37 wk,inc hosp,adult,B,55,45,PL
38 wk,inc hosp,adult,B,22,45,PL
39 wk,inc hosp,adult,B,14,45,PL
40 wk,inc hosp,adult,B,9,45,PL
41 wk,inc hosp,adult,B,7,45,PL
42 wk,inc hosp,adult,B,0,45,PL
1 wk,inc infection,older,B,286469,45,PL
2 wk,inc infection,older,B,187391,45,PL
3 wk,inc infection,older,B,117386,45,PL
4 wk,inc infection,older,B,71567,45,PL
5 wk,inc infection,older,B,45843,45,PL
6 wk,inc infection,older,B,31497,45,PL
7 wk,inc infection,older,B,22666,45,PL
8 wk,inc infection,older,B,16292,45,PL
9 wk,inc infection,older,B,12473,45,PL
10 wk,inc infection,older,B,10428,45,PL
11 wk,inc infection,older,B,9417,45,PL
12 wk,inc infection,older,B,8942,45,PL
13 wk,inc infection,older,B,9076,45,PL
14 wk,inc infection,older,B,9927,45,PL
15 wk,inc infection,older,B,9764,45,PL
16 wk,inc infection,older,B,8948,45,PL
17 wk,inc infection,older,B,8668,45,PL
18 wk,inc infection,older,B,9050,45,PL
19 wk,inc infection,older,B,9619,45,PL
20 wk,inc infection,older,B,10987,45,PL
21 wk,inc infection,older,B,13174,45,PL
22 wk,inc infection,older,B,16018,45,PL
23 wk,inc infection,older,B,21214,45,PL
24 wk,inc infection,older,B,28398,45,PL
25 wk,inc infection,older,B,48359,45,PL
26 wk,inc infection,older,B,97370,45,PL
27 wk,inc infection,older,B,207014,45,PL
28 wk,inc infection,older,B,391327,45,PL
29 wk,inc infection,older,B,560021,45,PL
30 wk,inc infection,older,B,693742,45,PL
31 wk,inc infection,older,B,803568,45,PL
32 wk,inc infection,older,B,774662,45,PL
33 wk,inc infection,older,B,550866,45,PL
34 wk,inc infection,older,B,268875,45,PL
35 wk,inc infection,older,B,97121,45,PL
36 wk,inc infection,older,B,35549,45,PL
37 wk,inc infection,older,B,17328,45,PL
38 wk,inc infection,older,B,10422,45,PL
39 wk,inc infection,older,B,7580,45,PL
40 wk,inc infection,older,B,6333,45,PL
41 wk,inc infection,older,B,5732,45,PL
42 wk,inc infection,older,B,840,45,PL
1 wk,inc death,older,B,617,45,PL
2 wk,inc death,older,B,600,45,PL
3 wk,inc death,older,B,481,45,PL
4 wk,inc death,older,B,312,45,PL
5 wk,inc death,older,B,184,45,PL
6 wk,inc death,older,B,119,45,PL
7 wk,inc death,older,B,60,45,PL
8 wk,inc death,older,B,40,45,PL
9 wk,inc death,older,B,24,45,PL
10 wk,inc death,older,B,14,45,PL
11 wk,inc death,older,B,19,45,PL
12 wk,inc death,older,B,19,45,PL
13 wk,inc death,older,B,8,45,PL
14 wk,inc death,older,B,5,45,PL
15 wk,inc death,older,B,13,45,PL
16 wk,inc death,older,B,10,45,PL
17 wk,inc death,older,B,9,45,PL
18 wk,inc death,older,B,7,45,PL
19 wk,inc death,older,B,12,45,PL
20 wk,inc death,older,B,12,45,PL
21 wk,inc death,older,B,9,45,PL
22 wk,inc death,older,B,16,45,PL
23 wk,inc death,older,B,12,45,PL
24 wk,inc death,older,B,12,45,PL
25 wk,inc death,older,B,15,45,PL
26 wk,inc death,older,B,27,45,PL
27 wk,inc death,older,B,38,45,PL
28 wk,inc death,older,B,77,45,PL
29 wk,inc death,older,B,158,45,PL
30 wk,inc death,older,B,339,45,PL
31 wk,inc death,older,B,520,45,PL
32 wk,inc death,older,B,728,45,PL
33 wk,inc death,older,B,769,45,PL
34 wk,inc death,older,B,912,45,PL
35 wk,inc death,older,B,725,45,PL
36 wk,inc death,older,B,578,45,PL
37 wk,inc death,older,B,211,45,PL
38 wk,inc death,older,B,99,45,PL
39 wk,inc death,older,B,34,45,PL
40 wk,inc death,older,B,11,45,PL
41 wk,inc death,older,B,5,45,PL
42 wk,inc death,older,B,0,45,PL
1 wk,inc hosp,older,B,4503,45,PL
2 wk,inc hosp,older,B,2728,45,PL
3 wk,inc hosp,older,B,1633,45,PL
4 wk,inc hosp,older,B,952,45,PL
5 wk,inc hosp,older,B,583,45,PL
6 wk,inc hosp,older,B,365,45,PL
7 wk,inc hosp,older,B,225,45,PL
8 wk,inc hosp,older,B,178,45,PL
9 wk,inc hosp,older,B,119,45,PL
10 wk,inc hosp,older,B,97,45,PL
11 wk,inc hosp,older,B,74,45,PL
12 wk,inc hosp,older,B,75,45,PL
13 wk,inc hosp,older,B,59,45,PL
14 wk,inc hosp,older,B,65,45,PL
15 wk,inc hosp,older,B,73,45,PL
16 wk,inc hosp,older,B,77,45,PL
17 wk,inc hosp,older,B,67,45,PL
18 wk,inc hosp,older,B,76,45,PL
19 wk,inc hosp,older,B,64,45,PL
20 wk,inc hosp,older,B,68,45,PL
21 wk,inc hosp,older,B,75,45,PL
22 wk,inc hosp,older,B,110,45,PL
23 wk,inc hosp,older,B,116,45,PL
24 wk,inc hosp,older,B,154,45,PL
25 wk,inc hosp,older,B,202,45,PL
26 wk,inc hosp,older,B,325,45,PL
27 wk,inc hosp,older,B,721,45,PL
28 wk,inc hosp,older,B,1550,45,PL
29 wk,inc hosp,older,B,3295,45,PL
30 wk,inc hosp,older,B,4808,45,PL
31 wk,inc hosp,older,B,5716,45,PL
32 wk,inc hosp,older,B,6693,45,PL
33 wk,inc hosp,older,B,6824,45,PL
34 wk,inc hosp,older,B,5038,45,PL
35 wk,inc hosp,older,B,2461,45,PL
36 wk,inc hosp,older,B,811,45,PL
37 wk,inc hosp,older,B,241,45,PL
38 wk,inc hosp,older,B,120,45,PL
39 wk,inc hosp,older,B,67,45,PL
40 wk,inc hosp,older,B,46,45,PL
41 wk,inc hosp,older,B,30,45,PL
42 wk,inc hosp,older,B,1,45,PL
1 wk,inc infection,child,C,372103,45,PL
2 wk,inc infection,child,C,246568,45,PL
3 wk,inc infection,child,C,142423,45,PL
4 wk,inc infection,child,C,78491,45,PL
5 wk,inc infection,child,C,44241,45,PL
6 wk,inc infection,child,C,26278,45,PL
7 wk,inc infection,child,C,15546,45,PL
8 wk,inc infection,child,C,10372,45,PL
9 wk,inc infection,child,C,7989,45,PL
10 wk,inc infection,child,C,6779,45,PL
11 wk,inc infection,child,C,6330,45,PL
12 wk,inc infection,child,C,6948,45,PL
13 wk,inc infection,child,C,8586,45,PL
14 wk,inc infection,child,C,10826,45,PL
15 wk,inc infection,child,C,9556,45,PL
16 wk,inc infection,child,C,8935,45,PL
17 wk,inc infection,child,C,9052,45,PL
18 wk,inc infection,child,C,9712,45,PL
19 wk,inc infection,child,C,11025,45,PL
20 wk,inc infection,child,C,12686,45,PL
21 wk,inc infection,child,C,15636,45,PL
22 wk,inc infection,child,C,19816,45,PL
23 wk,inc infection,child,C,26258,45,PL
24 wk,inc infection,child,C,39476,45,PL
25 wk,inc infection,child,C,93971,45,PL
26 wk,inc infection,child,C,204373,45,PL
27 wk,inc infection,child,C,348280,45,PL
28 wk,inc infection,child,C,464445,45,PL
29 wk,inc infection,child,C,561344,45,PL
30 wk,inc infection,child,C,748593,45,PL
31 wk,inc infection,child,C,966801,45,PL
32 wk,inc infection,child,C,981850,45,PL
33 wk,inc infection,child,C,718977,45,PL
34 wk,inc infection,child,C,377350,45,PL
35 wk,inc infection,child,C,156554,45,PL
36 wk,inc infection,child,C,59411,45,PL
37 wk,inc infection,child,C,22736,45,PL
38 wk,inc infection,child,C,9322,45,PL
39 wk,inc infection,child,C,4505,45,PL
40 wk,inc infection,child,C,2538,45,PL
41 wk,inc infection,child,C,1914,45,PL
42 wk,inc infection,child,C,244,45,PL
1 wk,inc death,child,C,4,45,PL
2 wk,inc death,child,C,6,45,PL
3 wk,inc death,child,C,2,45,PL
4 wk,inc death,child,C,1,45,PL
5 wk,inc death,child,C,0,45,PL
6 wk,inc death,child,C,1,45,PL
7 wk,inc death,child,C,1,45,PL
8 wk,inc death,child,C,0,45,PL
9 wk,inc death,child,C,0,45,PL
10 wk,inc death,child,C,0,45,PL
11 wk,inc death,child,C,0,45,PL
12 wk,inc death,child,C,0,45,PL
13 wk,inc death,child,C,0,45,PL
14 wk,inc death,child,C,1,45,PL
15 wk,inc death,child,C,0,45,PL
16 wk,inc death,child,C,0,45,PL
17 wk,inc death,child,C,0,45,PL
18 wk,inc death,child,C,0,45,PL
19 wk,inc death,child,C,0,45,PL
20 wk,inc death,child,C,0,45,PL
21 wk,inc death,child,C,0,45,PL
22 wk,inc death,child,C,0,45,PL
23 wk,inc death,child,C,0,45,PL
24 wk,inc death,child,C,0,45,PL
25 wk,inc death,child,C,0,45,PL
26 wk,inc death,child,C,0,45,PL
27 wk,inc death,child,C,0,45,PL
28 wk,inc death,child,C,1,45,PL
29 wk,inc death,child,C,0,45,PL
30 wk,inc death,child,C,5,45,PL
31 wk,inc death,child,C,5,45,PL
32 wk,inc death,child,C,7,45,PL
33 wk,inc death,child,C,6,45,PL
34 wk,inc death,child,C,8,45,PL
35 wk,inc death,child,C,5,45,PL
36 wk,inc death,child,C,4,45,PL
37 wk,inc death,child,C,1,45,PL
38 wk,inc death,child,C,0,45,PL
39 wk,inc death,child,C,0,45,PL
40 wk,inc death,child,C,0,45,PL
41 wk,inc death,child,C,0,45,PL
42 wk,inc death,child,C,0,45,PL
1 wk,inc hosp,child,C,41,45,PL
2 wk,inc hosp,child,C,30,45,PL
3 wk,inc hosp,child,C,12,45,PL
4 wk,inc hosp,child,C,6,45,PL
5 wk,inc hosp,child,C,8,45,PL
6 wk,inc hosp,child,C,1,45,PL
7 wk,inc hosp,child,C,0,45,PL
8 wk,inc hosp,child,C,3,45,PL
9 wk,inc hosp,child,C,0,45,PL
10 wk,inc hosp,child,C,1,45,PL
11 wk,inc hosp,child,C,1,45,PL
12 wk,inc hosp,child,C,0,45,PL
13 wk,inc hosp,child,C,2,45,PL
14 wk,inc hosp,child,C,0,45,PL
15 wk,inc hosp,child,C,2,45,PL
16 wk,inc hosp,child,C,1,45,PL
17 wk,inc hosp,child,C,0,45,PL
18 wk,inc hosp,child,C,0,45,PL
19 wk,inc hosp,child,C,2,45,PL
20 wk,inc hosp,child,C,0,45,PL
21 wk,inc hosp,child,C,0,45,PL
22 wk,inc hosp,child,C,2,45,PL
23 wk,inc hosp,child,C,1,45,PL
24 wk,inc hosp,child,C,2,45,PL
25 wk,inc hosp,child,C,6,45,PL
26 wk,inc hosp,child,C,5,45,PL
27 wk,inc hosp,child,C,13,45,PL
28 wk,inc hosp,child,C,19,45,PL
29 wk,inc hosp,child,C,28,45,PL
30 wk,inc hosp,child,C,45,45,PL
31 wk,inc hosp,child,C,58,45,PL
32 wk,inc hosp,child,C,77,45,PL
33 wk,inc hosp,child,C,73,45,PL
34 wk,inc hosp,child,C,44,45,PL
35 wk,inc hosp,child,C,18,45,PL
36 wk,inc hosp,child,C,11,45,PL
37 wk,inc hosp,child,C,3,45,PL
38 wk,inc hosp,child,C,4,45,PL
39 wk,inc hosp,child,C,0,45,PL
40 wk,inc hosp,child,C,0,45,PL
41 wk,inc hosp,child,C,0,45,PL
42 wk,inc hosp,child,C,0,45,PL
1 wk,inc infection,adult,C,878158,45,PL
2 wk,inc infection,adult,C,601161,45,PL
3 wk,inc infection,adult,C,356686,45,PL
4 wk,inc infection,adult,C,198402,45,PL
5 wk,inc infection,adult,C,110143,45,PL
6 wk,inc infection,adult,C,63097,45,PL
7 wk,inc infection,adult,C,38709,45,PL
8 wk,inc infection,adult,C,25324,45,PL
9 wk,inc infection,adult,C,19379,45,PL
10 wk,inc infection,adult,C,16508,45,PL
11 wk,inc infection,adult,C,15370,45,PL
12 wk,inc infection,adult,C,16627,45,PL
13 wk,inc infection,adult,C,20563,45,PL
14 wk,inc infection,adult,C,27713,45,PL
15 wk,inc infection,adult,C,28735,45,PL
16 wk,inc infection,adult,C,28007,45,PL
17 wk,inc infection,adult,C,28840,45,PL
18 wk,inc infection,adult,C,31417,45,PL
19 wk,inc infection,adult,C,34748,45,PL
20 wk,inc infection,adult,C,40494,45,PL
21 wk,inc infection,adult,C,49057,45,PL
22 wk,inc infection,adult,C,62160,45,PL
23 wk,inc infection,adult,C,80014,45,PL
24 wk,inc infection,adult,C,108614,45,PL
25 wk,inc infection,adult,C,186060,45,PL
26 wk,inc infection,adult,C,360155,45,PL
27 wk,inc infection,adult,C,674609,45,PL
28 wk,inc infection,adult,C,1041653,45,PL
29 wk,inc infection,adult,C,1368113,45,PL
30 wk,inc infection,adult,C,1848329,45,PL
31 wk,inc infection,adult,C,2338345,45,PL
32 wk,inc infection,adult,C,2374502,45,PL
33 wk,inc infection,adult,C,1800997,45,PL
34 wk,inc infection,adult,C,983442,45,PL
35 wk,inc infection,adult,C,418080,45,PL
36 wk,inc infection,adult,C,163490,45,PL
37 wk,inc infection,adult,C,60427,45,PL
38 wk,inc infection,adult,C,25188,45,PL
39 wk,inc infection,adult,C,11917,45,PL
40 wk,inc infection,adult,C,6974,45,PL
41 wk,inc infection,adult,C,5171,45,PL
42 wk,inc infection,adult,C,723,45,PL
1 wk,inc death,adult,C,127,45,PL
2 wk,inc death,adult,C,119,45,PL
3 wk,inc death,adult,C,60,45,PL
4 wk,inc death,adult,C,38,45,PL
5 wk,inc death,adult,C,25,45,PL
6 wk,inc death,adult,C,17,45,PL
7 wk,inc death,adult,C,12,45,PL
8 wk,inc death,adult,C,4,45,PL
9 wk,inc death,adult,C,4,45,PL
10 wk,inc death,adult,C,0,45,PL
11 wk,inc death,adult,C,0,45,PL
12 wk,inc death,adult,C,0,45,PL
13 wk,inc death,adult,C,1,45,PL
14 wk,inc death,adult,C,0,45,PL
15 wk,inc death,adult,C,0,45,PL
16 wk,inc death,adult,C,0,45,PL
17 wk,inc death,adult,C,0,45,PL
18 wk,inc death,adult,C,2,45,PL
19 wk,inc death,adult,C,1,45,PL
20 wk,inc death,adult,C,0,45,PL
21 wk,inc death,adult,C,5,45,PL
22 wk,inc death,adult,C,0,45,PL
23 wk,inc death,adult,C,4,45,PL
24 wk,inc death,adult,C,4,45,PL
25 wk,inc death,adult,C,6,45,PL
26 wk,inc death,adult,C,10,45,PL
27 wk,inc death,adult,C,11,45,PL
28 wk,inc death,adult,C,20,45,PL
29 wk,inc death,adult,C,45,45,PL
30 wk,inc death,adult,C,76,45,PL
31 wk,inc death,adult,C,83,45,PL
32 wk,inc death,adult,C,117,45,PL
33 wk,inc death,adult,C,153,45,PL
34 wk,inc death,adult,C,163,45,PL
35 wk,inc death,adult,C,128,45,PL
36 wk,inc death,adult,C,76,45,PL
37 wk,inc death,adult,C,35,45,PL
38 wk,inc death,adult,C,15,45,PL
39 wk,inc death,adult,C,14,45,PL
40 wk,inc death,adult,C,2,45,PL
41 wk,inc death,adult,C,1,45,PL
42 wk,inc death,adult,C,0,45,PL
1 wk,inc hosp,adult,C,987,45,PL
2 wk,inc hosp,adult,C,636,45,PL
3 wk,inc hosp,adult,C,426,45,PL
4 wk,inc hosp,adult,C,258,45,PL
5 wk,inc hosp,adult,C,172,45,PL
6 wk,inc hosp,adult,C,83,45,PL
7 wk,inc hosp,adult,C,41,45,PL
8 wk,inc hosp,adult,C,38,45,PL
9 wk,inc hosp,adult,C,13,45,PL
10 wk,inc hosp,adult,C,12,45,PL
11 wk,inc hosp,adult,C,14,45,PL
12 wk,inc hosp,adult,C,7,45,PL
13 wk,inc hosp,adult,C,9,45,PL
14 wk,inc hosp,adult,C,9,45,PL
15 wk,inc hosp,adult,C,22,45,PL
16 wk,inc hosp,adult,C,20,45,PL
17 wk,inc hosp,adult,C,20,45,PL
18 wk,inc hosp,adult,C,17,45,PL
19 wk,inc hosp,adult,C,26,45,PL
20 wk,inc hosp,adult,C,19,45,PL
21 wk,inc hosp,adult,C,28,45,PL
22 wk,inc hosp,adult,C,34,45,PL
23 wk,inc hosp,adult,C,45,45,PL
24 wk,inc hosp,adult,C,66,45,PL
25 wk,inc hosp,adult,C,77,45,PL
26 wk,inc hosp,adult,C,130,45,PL
27 wk,inc hosp,adult,C,241,45,PL
28 wk,inc hosp,adult,C,519,45,PL
29 wk,inc hosp,adult,C,746,45,PL
30 wk,inc hosp,adult,C,960,45,PL
31 wk,inc hosp,adult,C,1328,45,PL
32 wk,inc hosp,adult,C,1718,45,PL
33 wk,inc hosp,adult,C,1720,45,PL
34 wk,inc hosp,adult,C,1380,45,PL
35 wk,inc hosp,adult,C,751,45,PL
36 wk,inc hosp,adult,C,318,45,PL
37 wk,inc hosp,adult,C,139,45,PL
38 wk,inc hosp,adult,C,54,45,PL
39 wk,inc hosp,adult,C,21,45,PL
40 wk,inc hosp,adult,C,7,45,PL
41 wk,inc hosp,adult,C,3,45,PL
42 wk,inc hosp,adult,C,1,45,PL
1 wk,inc infection,older,C,278338,45,PL
2 wk,inc infection,older,C,186056,45,PL
3 wk,inc infection,older,C,110408,45,PL
4 wk,inc infection,older,C,60352,45,PL
5 wk,inc infection,older,C,32222,45,PL
6 wk,inc infection,older,C,17935,45,PL
7 wk,inc infection,older,C,10758,45,PL
8 wk,inc infection,older,C,6972,45,PL
9 wk,inc infection,older,C,5189,45,PL
10 wk,inc infection,older,C,4327,45,PL
11 wk,inc infection,older,C,3949,45,PL
12 wk,inc infection,older,C,4169,45,PL
13 wk,inc infection,older,C,4945,45,PL
14 wk,inc infection,older,C,6623,45,PL
15 wk,inc infection,older,C,7461,45,PL
16 wk,inc infection,older,C,7107,45,PL
17 wk,inc infection,older,C,7379,45,PL
18 wk,inc infection,older,C,7899,45,PL
19 wk,inc infection,older,C,8804,45,PL
20 wk,inc infection,older,C,10070,45,PL
21 wk,inc infection,older,C,11839,45,PL
22 wk,inc infection,older,C,14933,45,PL
23 wk,inc infection,older,C,19702,45,PL
24 wk,inc infection,older,C,26095,45,PL
25 wk,inc infection,older,C,45205,45,PL
26 wk,inc infection,older,C,92651,45,PL
27 wk,inc infection,older,C,186239,45,PL
28 wk,inc infection,older,C,314780,45,PL
29 wk,inc infection,older,C,408109,45,PL
30 wk,inc infection,older,C,508311,45,PL
31 wk,inc infection,older,C,676283,45,PL
32 wk,inc infection,older,C,783167,45,PL
33 wk,inc infection,older,C,671589,45,PL
34 wk,inc infection,older,C,398903,45,PL
35 wk,inc infection,older,C,168901,45,PL
36 wk,inc infection,older,C,58626,45,PL
37 wk,inc infection,older,C,19302,45,PL
38 wk,inc infection,older,C,7525,45,PL
39 wk,inc infection,older,C,3352,45,PL
40 wk,inc infection,older,C,1952,45,PL
41 wk,inc infection,older,C,1341,45,PL
42 wk,inc infection,older,C,169,45,PL
1 wk,inc death,older,C,677,45,PL
2 wk,inc death,older,C,705,45,PL
3 wk,inc death,older,C,526,45,PL
4 wk,inc death,older,C,338,45,PL
5 wk,inc death,older,C,187,45,PL
6 wk,inc death,older,C,111,45,PL
7 wk,inc death,older,C,62,45,PL
8 wk,inc death,older,C,37,45,PL
9 wk,inc death,older,C,21,45,PL
10 wk,inc death,older,C,13,45,PL
11 wk,inc death,older,C,9,45,PL
12 wk,inc death,older,C,8,45,PL
13 wk,inc death,older,C,11,45,PL
14 wk,inc death,older,C,5,45,PL
15 wk,inc death,older,C,4,45,PL
16 wk,inc death,older,C,10,45,PL
17 wk,inc death,older,C,13,45,PL
18 wk,inc death,older,C,10,45,PL
19 wk,inc death,older,C,12,45,PL
20 wk,inc death,older,C,11,45,PL
21 wk,inc death,older,C,14,45,PL
22 wk,inc death,older,C,16,45,PL
23 wk,inc death,older,C,16,45,PL
24 wk,inc death,older,C,9,45,PL
25 wk,inc death,older,C,17,45,PL
26 wk,inc death,older,C,30,45,PL
27 wk,inc death,older,C,60,45,PL
28 wk,inc death,older,C,118,45,PL
29 wk,inc death,older,C,244,45,PL
30 wk,inc death,older,C,387,45,PL
31 wk,inc death,older,C,544,45,PL
32 wk,inc death,older,C,728,45,PL
33 wk,inc death,older,C,860,45,PL
34 wk,inc death,older,C,1062,45,PL
35 wk,inc death,older,C,970,45,PL
36 wk,inc death,older,C,777,45,PL
37 wk,inc death,older,C,395,45,PL
38 wk,inc death,older,C,158,45,PL
39 wk,inc death,older,C,65,45,PL
40 wk,inc death,older,C,23,45,PL
41 wk,inc death,older,C,10,45,PL
42 wk,inc death,older,C,0,45,PL
1 wk,inc hosp,older,C,5694,45,PL
2 wk,inc hosp,older,C,3773,45,PL
3 wk,inc hosp,older,C,2326,45,PL
4 wk,inc hosp,older,C,1407,45,PL
5 wk,inc hosp,older,C,693,45,PL
