location,target_end_date,target_variable,value,scenario_id,origin_date,horizon,type,sample
SK,2022-06-11,inc case,8118,A-2022-02-25,2022-05-28,2 wk,sample,87
SK,2022-06-11,inc case,9723,B-2022-02-25,2022-05-28,2 wk,sample,87
AT,2022-06-11,inc death,107,A-2022-02-25,2022-05-28,2 wk,sample,87
AT,2022-06-11,inc death,142,B-2022-02-25,2022-05-28,2 wk,sample,87
BE,2022-06-11,inc death,181,A-2022-02-25,2022-05-28,2 wk,sample,87
BE,2022-06-11,inc death,305,B-2022-02-25,2022-05-28,2 wk,sample,87
BG,2022-06-11,inc death,141,A-2022-02-25,2022-05-28,2 wk,sample,87
BG,2022-06-11,inc death,163,B-2022-02-25,2022-05-28,2 wk,sample,87
CH,2022-06-11,inc death,15,A-2022-02-25,2022-05-28,2 wk,sample,87
CH,2022-06-11,inc death,17,B-2022-02-25,2022-05-28,2 wk,sample,87
CY,2022-06-11,inc death,7,A-2022-02-25,2022-05-28,2 wk,sample,87
CY,2022-06-11,inc death,9,B-2022-02-25,2022-05-28,2 wk,sample,87
CZ,2022-06-11,inc death,73,A-2022-02-25,2022-05-28,2 wk,sample,87
CZ,2022-06-11,inc death,70,B-2022-02-25,2022-05-28,2 wk,sample,87
DE,2022-06-11,inc death,2755,A-2022-02-25,2022-05-28,2 wk,sample,87
DE,2022-06-11,inc death,2672,B-2022-02-25,2022-05-28,2 wk,sample,87
DK,2022-06-11,inc death,141,A-2022-02-25,2022-05-28,2 wk,sample,87
DK,2022-06-11,inc death,246,B-2022-02-25,2022-05-28,2 wk,sample,87
EE,2022-06-11,inc death,0,A-2022-02-25,2022-05-28,2 wk,sample,87
EE,2022-06-11,inc death,0,B-2022-02-25,2022-05-28,2 wk,sample,87
ES,2022-06-11,inc death,2108,A-2022-02-25,2022-05-28,2 wk,sample,87
ES,2022-06-11,inc death,1340,B-2022-02-25,2022-05-28,2 wk,sample,87
FI,2022-06-11,inc death,694,A-2022-02-25,2022-05-28,2 wk,sample,87
FI,2022-06-11,inc death,636,B-2022-02-25,2022-05-28,2 wk,sample,87
FR,2022-06-11,inc death,1324,A-2022-02-25,2022-05-28,2 wk,sample,87
FR,2022-06-11,inc death,1184,B-2022-02-25,2022-05-28,2 wk,sample,87
GB,2022-06-11,inc death,2677,A-2022-02-25,2022-05-28,2 wk,sample,87
GB,2022-06-11,inc death,2606,B-2022-02-25,2022-05-28,2 wk,sample,87
GR,2022-06-11,inc death,375,A-2022-02-25,2022-05-28,2 wk,sample,87
GR,2022-06-11,inc death,398,B-2022-02-25,2022-05-28,2 wk,sample,87
HR,2022-06-11,inc death,50,A-2022-02-25,2022-05-28,2 wk,sample,87
HR,2022-06-11,inc death,71,B-2022-02-25,2022-05-28,2 wk,sample,87
HU,2022-06-11,inc death,355,A-2022-02-25,2022-05-28,2 wk,sample,87
HU,2022-06-11,inc death,202,B-2022-02-25,2022-05-28,2 wk,sample,87
IE,2022-06-11,inc death,300,A-2022-02-25,2022-05-28,2 wk,sample,87
IE,2022-06-11,inc death,217,B-2022-02-25,2022-05-28,2 wk,sample,87
IS,2022-06-11,inc death,0,A-2022-02-25,2022-05-28,2 wk,sample,87
IS,2022-06-11,inc death,0,B-2022-02-25,2022-05-28,2 wk,sample,87
IT,2022-06-11,inc death,4401,A-2022-02-25,2022-05-28,2 wk,sample,87
IT,2022-06-11,inc death,3204,B-2022-02-25,2022-05-28,2 wk,sample,87
LI,2022-06-11,inc death,0,A-2022-02-25,2022-05-28,2 wk,sample,87
LI,2022-06-11,inc death,0,B-2022-02-25,2022-05-28,2 wk,sample,87
LT,2022-06-11,inc death,45,A-2022-02-25,2022-05-28,2 wk,sample,87
LT,2022-06-11,inc death,28,B-2022-02-25,2022-05-28,2 wk,sample,87
LU,2022-06-11,inc death,0,A-2022-02-25,2022-05-28,2 wk,sample,87
LU,2022-06-11,inc death,0,B-2022-02-25,2022-05-28,2 wk,sample,87
LV,2022-06-11,inc death,39,A-2022-02-25,2022-05-28,2 wk,sample,87
LV,2022-06-11,inc death,52,B-2022-02-25,2022-05-28,2 wk,sample,87
MT,2022-06-11,inc death,10,A-2022-02-25,2022-05-28,2 wk,sample,87
MT,2022-06-11,inc death,6,B-2022-02-25,2022-05-28,2 wk,sample,87
NL,2022-06-11,inc death,41,A-2022-02-25,2022-05-28,2 wk,sample,87
NL,2022-06-11,inc death,44,B-2022-02-25,2022-05-28,2 wk,sample,87
NO,2022-06-11,inc death,236,A-2022-02-25,2022-05-28,2 wk,sample,87
NO,2022-06-11,inc death,120,B-2022-02-25,2022-05-28,2 wk,sample,87
PL,2022-06-11,inc death,142,A-2022-02-25,2022-05-28,2 wk,sample,87
PL,2022-06-11,inc death,166,B-2022-02-25,2022-05-28,2 wk,sample,87
PT,2022-06-11,inc death,815,A-2022-02-25,2022-05-28,2 wk,sample,87
PT,2022-06-11,inc death,974,B-2022-02-25,2022-05-28,2 wk,sample,87
RO,2022-06-11,inc death,127,A-2022-02-25,2022-05-28,2 wk,sample,87
RO,2022-06-11,inc death,106,B-2022-02-25,2022-05-28,2 wk,sample,87
SE,2022-06-11,inc death,196,A-2022-02-25,2022-05-28,2 wk,sample,87
SE,2022-06-11,inc death,141,B-2022-02-25,2022-05-28,2 wk,sample,87
SI,2022-06-11,inc death,34,A-2022-02-25,2022-05-28,2 wk,sample,87
SI,2022-06-11,inc death,41,B-2022-02-25,2022-05-28,2 wk,sample,87
SK,2022-06-11,inc death,78,A-2022-02-25,2022-05-28,2 wk,sample,87
SK,2022-06-11,inc death,110,B-2022-02-25,2022-05-28,2 wk,sample,87
AT,2022-06-04,inc case,69345,A-2022-02-25,2022-05-28,1 wk,sample,88
AT,2022-06-04,inc case,47869,B-2022-02-25,2022-05-28,1 wk,sample,88
BE,2022-06-04,inc case,57196,A-2022-02-25,2022-05-28,1 wk,sample,88
BE,2022-06-04,inc case,78148,B-2022-02-25,2022-05-28,1 wk,sample,88
BG,2022-06-04,inc case,6707,A-2022-02-25,2022-05-28,1 wk,sample,88
BG,2022-06-04,inc case,6426,B-2022-02-25,2022-05-28,1 wk,sample,88
CH,2022-06-04,inc case,36754,A-2022-02-25,2022-05-28,1 wk,sample,88
CH,2022-06-04,inc case,42139,B-2022-02-25,2022-05-28,1 wk,sample,88
CY,2022-06-04,inc case,6322,A-2022-02-25,2022-05-28,1 wk,sample,88
CY,2022-06-04,inc case,11429,B-2022-02-25,2022-05-28,1 wk,sample,88
CZ,2022-06-04,inc case,7065,A-2022-02-25,2022-05-28,1 wk,sample,88
CZ,2022-06-04,inc case,7140,B-2022-02-25,2022-05-28,1 wk,sample,88
DE,2022-06-04,inc case,983743,A-2022-02-25,2022-05-28,1 wk,sample,88
DE,2022-06-04,inc case,745227,B-2022-02-25,2022-05-28,1 wk,sample,88
DK,2022-06-04,inc case,16250,A-2022-02-25,2022-05-28,1 wk,sample,88
DK,2022-06-04,inc case,22507,B-2022-02-25,2022-05-28,1 wk,sample,88
EE,2022-06-04,inc case,2894,A-2022-02-25,2022-05-28,1 wk,sample,88
EE,2022-06-04,inc case,4257,B-2022-02-25,2022-05-28,1 wk,sample,88
ES,2022-06-04,inc case,416055,A-2022-02-25,2022-05-28,1 wk,sample,88
ES,2022-06-04,inc case,420819,B-2022-02-25,2022-05-28,1 wk,sample,88
FI,2022-06-04,inc case,45959,A-2022-02-25,2022-05-28,1 wk,sample,88
FI,2022-06-04,inc case,47589,B-2022-02-25,2022-05-28,1 wk,sample,88
FR,2022-06-04,inc case,376287,A-2022-02-25,2022-05-28,1 wk,sample,88
FR,2022-06-04,inc case,303675,B-2022-02-25,2022-05-28,1 wk,sample,88
GB,2022-06-04,inc case,154691,A-2022-02-25,2022-05-28,1 wk,sample,88
GB,2022-06-04,inc case,155769,B-2022-02-25,2022-05-28,1 wk,sample,88
GR,2022-06-04,inc case,74826,A-2022-02-25,2022-05-28,1 wk,sample,88
GR,2022-06-04,inc case,162300,B-2022-02-25,2022-05-28,1 wk,sample,88
HR,2022-06-04,inc case,6354,A-2022-02-25,2022-05-28,1 wk,sample,88
HR,2022-06-04,inc case,10603,B-2022-02-25,2022-05-28,1 wk,sample,88
HU,2022-06-04,inc case,6928,A-2022-02-25,2022-05-28,1 wk,sample,88
HU,2022-06-04,inc case,20709,B-2022-02-25,2022-05-28,1 wk,sample,88
IE,2022-06-04,inc case,50031,A-2022-02-25,2022-05-28,1 wk,sample,88
IE,2022-06-04,inc case,57254,B-2022-02-25,2022-05-28,1 wk,sample,88
IS,2022-06-04,inc case,2841,A-2022-02-25,2022-05-28,1 wk,sample,88
IS,2022-06-04,inc case,3362,B-2022-02-25,2022-05-28,1 wk,sample,88
IT,2022-06-04,inc case,666540,A-2022-02-25,2022-05-28,1 wk,sample,88
IT,2022-06-04,inc case,615973,B-2022-02-25,2022-05-28,1 wk,sample,88
LI,2022-06-04,inc case,117,A-2022-02-25,2022-05-28,1 wk,sample,88
LI,2022-06-04,inc case,197,B-2022-02-25,2022-05-28,1 wk,sample,88
LT,2022-06-04,inc case,3384,A-2022-02-25,2022-05-28,1 wk,sample,88
LT,2022-06-04,inc case,5662,B-2022-02-25,2022-05-28,1 wk,sample,88
LU,2022-06-04,inc case,0,A-2022-02-25,2022-05-28,1 wk,sample,88
LU,2022-06-04,inc case,0,B-2022-02-25,2022-05-28,1 wk,sample,88
LV,2022-06-04,inc case,5589,A-2022-02-25,2022-05-28,1 wk,sample,88
LV,2022-06-04,inc case,6989,B-2022-02-25,2022-05-28,1 wk,sample,88
MT,2022-06-04,inc case,1535,A-2022-02-25,2022-05-28,1 wk,sample,88
MT,2022-06-04,inc case,3340,B-2022-02-25,2022-05-28,1 wk,sample,88
NL,2022-06-04,inc case,28030,A-2022-02-25,2022-05-28,1 wk,sample,88
NL,2022-06-04,inc case,36895,B-2022-02-25,2022-05-28,1 wk,sample,88
NO,2022-06-04,inc case,9353,A-2022-02-25,2022-05-28,1 wk,sample,88
NO,2022-06-04,inc case,6597,B-2022-02-25,2022-05-28,1 wk,sample,88
PL,2022-06-04,inc case,7816,A-2022-02-25,2022-05-28,1 wk,sample,88
PL,2022-06-04,inc case,4976,B-2022-02-25,2022-05-28,1 wk,sample,88
PT,2022-06-04,inc case,668133,A-2022-02-25,2022-05-28,1 wk,sample,88
PT,2022-06-04,inc case,915969,B-2022-02-25,2022-05-28,1 wk,sample,88
RO,2022-06-04,inc case,9085,A-2022-02-25,2022-05-28,1 wk,sample,88
RO,2022-06-04,inc case,14472,B-2022-02-25,2022-05-28,1 wk,sample,88
SE,2022-06-04,inc case,6771,A-2022-02-25,2022-05-28,1 wk,sample,88
SE,2022-06-04,inc case,5804,B-2022-02-25,2022-05-28,1 wk,sample,88
SI,2022-06-04,inc case,10163,A-2022-02-25,2022-05-28,1 wk,sample,88
SI,2022-06-04,inc case,10021,B-2022-02-25,2022-05-28,1 wk,sample,88
SK,2022-06-04,inc case,6054,A-2022-02-25,2022-05-28,1 wk,sample,88
SK,2022-06-04,inc case,8990,B-2022-02-25,2022-05-28,1 wk,sample,88
AT,2022-06-04,inc death,159,A-2022-02-25,2022-05-28,1 wk,sample,88
AT,2022-06-04,inc death,201,B-2022-02-25,2022-05-28,1 wk,sample,88
BE,2022-06-04,inc death,229,A-2022-02-25,2022-05-28,1 wk,sample,88
BE,2022-06-04,inc death,228,B-2022-02-25,2022-05-28,1 wk,sample,88
BG,2022-06-04,inc death,186,A-2022-02-25,2022-05-28,1 wk,sample,88
BG,2022-06-04,inc death,245,B-2022-02-25,2022-05-28,1 wk,sample,88
CH,2022-06-04,inc death,15,A-2022-02-25,2022-05-28,1 wk,sample,88
CH,2022-06-04,inc death,11,B-2022-02-25,2022-05-28,1 wk,sample,88
CY,2022-06-04,inc death,12,A-2022-02-25,2022-05-28,1 wk,sample,88
CY,2022-06-04,inc death,11,B-2022-02-25,2022-05-28,1 wk,sample,88
CZ,2022-06-04,inc death,80,A-2022-02-25,2022-05-28,1 wk,sample,88
CZ,2022-06-04,inc death,88,B-2022-02-25,2022-05-28,1 wk,sample,88
DE,2022-06-04,inc death,2187,A-2022-02-25,2022-05-28,1 wk,sample,88
DE,2022-06-04,inc death,3522,B-2022-02-25,2022-05-28,1 wk,sample,88
DK,2022-06-04,inc death,139,A-2022-02-25,2022-05-28,1 wk,sample,88
DK,2022-06-04,inc death,243,B-2022-02-25,2022-05-28,1 wk,sample,88
EE,2022-06-04,inc death,0,A-2022-02-25,2022-05-28,1 wk,sample,88
EE,2022-06-04,inc death,0,B-2022-02-25,2022-05-28,1 wk,sample,88
ES,2022-06-04,inc death,1347,A-2022-02-25,2022-05-28,1 wk,sample,88
ES,2022-06-04,inc death,2102,B-2022-02-25,2022-05-28,1 wk,sample,88
FI,2022-06-04,inc death,525,A-2022-02-25,2022-05-28,1 wk,sample,88
FI,2022-06-04,inc death,768,B-2022-02-25,2022-05-28,1 wk,sample,88
FR,2022-06-04,inc death,1198,A-2022-02-25,2022-05-28,1 wk,sample,88
FR,2022-06-04,inc death,1488,B-2022-02-25,2022-05-28,1 wk,sample,88
GB,2022-06-04,inc death,2096,A-2022-02-25,2022-05-28,1 wk,sample,88
GB,2022-06-04,inc death,3241,B-2022-02-25,2022-05-28,1 wk,sample,88
GR,2022-06-04,inc death,487,A-2022-02-25,2022-05-28,1 wk,sample,88
GR,2022-06-04,inc death,607,B-2022-02-25,2022-05-28,1 wk,sample,88
HR,2022-06-04,inc death,93,A-2022-02-25,2022-05-28,1 wk,sample,88
HR,2022-06-04,inc death,75,B-2022-02-25,2022-05-28,1 wk,sample,88
HU,2022-06-04,inc death,184,A-2022-02-25,2022-05-28,1 wk,sample,88
HU,2022-06-04,inc death,347,B-2022-02-25,2022-05-28,1 wk,sample,88
IE,2022-06-04,inc death,185,A-2022-02-25,2022-05-28,1 wk,sample,88
IE,2022-06-04,inc death,361,B-2022-02-25,2022-05-28,1 wk,sample,88
IS,2022-06-04,inc death,0,A-2022-02-25,2022-05-28,1 wk,sample,88
IS,2022-06-04,inc death,0,B-2022-02-25,2022-05-28,1 wk,sample,88
IT,2022-06-04,inc death,1392,A-2022-02-25,2022-05-28,1 wk,sample,88
IT,2022-06-04,inc death,3581,B-2022-02-25,2022-05-28,1 wk,sample,88
LI,2022-06-04,inc death,0,A-2022-02-25,2022-05-28,1 wk,sample,88
LI,2022-06-04,inc death,0,B-2022-02-25,2022-05-28,1 wk,sample,88
LT,2022-06-04,inc death,36,A-2022-02-25,2022-05-28,1 wk,sample,88
LT,2022-06-04,inc death,34,B-2022-02-25,2022-05-28,1 wk,sample,88
LU,2022-06-04,inc death,0,A-2022-02-25,2022-05-28,1 wk,sample,88
LU,2022-06-04,inc death,0,B-2022-02-25,2022-05-28,1 wk,sample,88
LV,2022-06-04,inc death,46,A-2022-02-25,2022-05-28,1 wk,sample,88
LV,2022-06-04,inc death,56,B-2022-02-25,2022-05-28,1 wk,sample,88
MT,2022-06-04,inc death,11,A-2022-02-25,2022-05-28,1 wk,sample,88
MT,2022-06-04,inc death,12,B-2022-02-25,2022-05-28,1 wk,sample,88
NL,2022-06-04,inc death,12,A-2022-02-25,2022-05-28,1 wk,sample,88
NL,2022-06-04,inc death,36,B-2022-02-25,2022-05-28,1 wk,sample,88
NO,2022-06-04,inc death,256,A-2022-02-25,2022-05-28,1 wk,sample,88
NO,2022-06-04,inc death,203,B-2022-02-25,2022-05-28,1 wk,sample,88
PL,2022-06-04,inc death,254,A-2022-02-25,2022-05-28,1 wk,sample,88
PL,2022-06-04,inc death,258,B-2022-02-25,2022-05-28,1 wk,sample,88
PT,2022-06-04,inc death,1021,A-2022-02-25,2022-05-28,1 wk,sample,88
PT,2022-06-04,inc death,1187,B-2022-02-25,2022-05-28,1 wk,sample,88
RO,2022-06-04,inc death,141,A-2022-02-25,2022-05-28,1 wk,sample,88
RO,2022-06-04,inc death,151,B-2022-02-25,2022-05-28,1 wk,sample,88
SE,2022-06-04,inc death,180,A-2022-02-25,2022-05-28,1 wk,sample,88
SE,2022-06-04,inc death,128,B-2022-02-25,2022-05-28,1 wk,sample,88
SI,2022-06-04,inc death,36,A-2022-02-25,2022-05-28,1 wk,sample,88
SI,2022-06-04,inc death,52,B-2022-02-25,2022-05-28,1 wk,sample,88
SK,2022-06-04,inc death,103,A-2022-02-25,2022-05-28,1 wk,sample,88
SK,2022-06-04,inc death,113,B-2022-02-25,2022-05-28,1 wk,sample,88
AT,2022-06-11,inc case,70475,A-2022-02-25,2022-05-28,2 wk,sample,88
AT,2022-06-11,inc case,71059,B-2022-02-25,2022-05-28,2 wk,sample,88
BE,2022-06-11,inc case,72130,A-2022-02-25,2022-05-28,2 wk,sample,88
BE,2022-06-11,inc case,83765,B-2022-02-25,2022-05-28,2 wk,sample,88
BG,2022-06-11,inc case,6533,A-2022-02-25,2022-05-28,2 wk,sample,88
BG,2022-06-11,inc case,7124,B-2022-02-25,2022-05-28,2 wk,sample,88
CH,2022-06-11,inc case,30255,A-2022-02-25,2022-05-28,2 wk,sample,88
CH,2022-06-11,inc case,33231,B-2022-02-25,2022-05-28,2 wk,sample,88
CY,2022-06-11,inc case,7554,A-2022-02-25,2022-05-28,2 wk,sample,88
CY,2022-06-11,inc case,9310,B-2022-02-25,2022-05-28,2 wk,sample,88
CZ,2022-06-11,inc case,7945,A-2022-02-25,2022-05-28,2 wk,sample,88
CZ,2022-06-11,inc case,9057,B-2022-02-25,2022-05-28,2 wk,sample,88
DE,2022-06-11,inc case,852391,A-2022-02-25,2022-05-28,2 wk,sample,88
DE,2022-06-11,inc case,995900,B-2022-02-25,2022-05-28,2 wk,sample,88
DK,2022-06-11,inc case,31704,A-2022-02-25,2022-05-28,2 wk,sample,88
DK,2022-06-11,inc case,23908,B-2022-02-25,2022-05-28,2 wk,sample,88
EE,2022-06-11,inc case,4514,A-2022-02-25,2022-05-28,2 wk,sample,88
EE,2022-06-11,inc case,3807,B-2022-02-25,2022-05-28,2 wk,sample,88
ES,2022-06-11,inc case,367768,A-2022-02-25,2022-05-28,2 wk,sample,88
ES,2022-06-11,inc case,387951,B-2022-02-25,2022-05-28,2 wk,sample,88
FI,2022-06-11,inc case,58518,A-2022-02-25,2022-05-28,2 wk,sample,88
FI,2022-06-11,inc case,57699,B-2022-02-25,2022-05-28,2 wk,sample,88
FR,2022-06-11,inc case,562833,A-2022-02-25,2022-05-28,2 wk,sample,88
FR,2022-06-11,inc case,413694,B-2022-02-25,2022-05-28,2 wk,sample,88
GB,2022-06-11,inc case,213988,A-2022-02-25,2022-05-28,2 wk,sample,88
GB,2022-06-11,inc case,175398,B-2022-02-25,2022-05-28,2 wk,sample,88
GR,2022-06-11,inc case,138538,A-2022-02-25,2022-05-28,2 wk,sample,88
GR,2022-06-11,inc case,93259,B-2022-02-25,2022-05-28,2 wk,sample,88
HR,2022-06-11,inc case,13269,A-2022-02-25,2022-05-28,2 wk,sample,88
HR,2022-06-11,inc case,9851,B-2022-02-25,2022-05-28,2 wk,sample,88
HU,2022-06-11,inc case,10870,A-2022-02-25,2022-05-28,2 wk,sample,88
HU,2022-06-11,inc case,12689,B-2022-02-25,2022-05-28,2 wk,sample,88
IE,2022-06-11,inc case,24888,A-2022-02-25,2022-05-28,2 wk,sample,88
IE,2022-06-11,inc case,31430,B-2022-02-25,2022-05-28,2 wk,sample,88
IS,2022-06-11,inc case,4103,A-2022-02-25,2022-05-28,2 wk,sample,88
IS,2022-06-11,inc case,3110,B-2022-02-25,2022-05-28,2 wk,sample,88
IT,2022-06-11,inc case,707237,A-2022-02-25,2022-05-28,2 wk,sample,88
IT,2022-06-11,inc case,515481,B-2022-02-25,2022-05-28,2 wk,sample,88
LI,2022-06-11,inc case,140,A-2022-02-25,2022-05-28,2 wk,sample,88
LI,2022-06-11,inc case,149,B-2022-02-25,2022-05-28,2 wk,sample,88
LT,2022-06-11,inc case,2538,A-2022-02-25,2022-05-28,2 wk,sample,88
LT,2022-06-11,inc case,4611,B-2022-02-25,2022-05-28,2 wk,sample,88
LU,2022-06-11,inc case,0,A-2022-02-25,2022-05-28,2 wk,sample,88
LU,2022-06-11,inc case,0,B-2022-02-25,2022-05-28,2 wk,sample,88
LV,2022-06-11,inc case,6376,A-2022-02-25,2022-05-28,2 wk,sample,88
LV,2022-06-11,inc case,4589,B-2022-02-25,2022-05-28,2 wk,sample,88
MT,2022-06-11,inc case,2864,A-2022-02-25,2022-05-28,2 wk,sample,88
MT,2022-06-11,inc case,2921,B-2022-02-25,2022-05-28,2 wk,sample,88
NL,2022-06-11,inc case,28717,A-2022-02-25,2022-05-28,2 wk,sample,88
NL,2022-06-11,inc case,30634,B-2022-02-25,2022-05-28,2 wk,sample,88
NO,2022-06-11,inc case,9645,A-2022-02-25,2022-05-28,2 wk,sample,88
NO,2022-06-11,inc case,6665,B-2022-02-25,2022-05-28,2 wk,sample,88
PL,2022-06-11,inc case,8560,A-2022-02-25,2022-05-28,2 wk,sample,88
PL,2022-06-11,inc case,8846,B-2022-02-25,2022-05-28,2 wk,sample,88
PT,2022-06-11,inc case,872073,A-2022-02-25,2022-05-28,2 wk,sample,88
PT,2022-06-11,inc case,1030375,B-2022-02-25,2022-05-28,2 wk,sample,88
RO,2022-06-11,inc case,9384,A-2022-02-25,2022-05-28,2 wk,sample,88
RO,2022-06-11,inc case,13795,B-2022-02-25,2022-05-28,2 wk,sample,88
SE,2022-06-11,inc case,7653,A-2022-02-25,2022-05-28,2 wk,sample,88
SE,2022-06-11,inc case,6348,B-2022-02-25,2022-05-28,2 wk,sample,88
SI,2022-06-11,inc case,11057,A-2022-02-25,2022-05-28,2 wk,sample,88
SI,2022-06-11,inc case,14622,B-2022-02-25,2022-05-28,2 wk,sample,88
SK,2022-06-11,inc case,9683,A-2022-02-25,2022-05-28,2 wk,sample,88
SK,2022-06-11,inc case,7551,B-2022-02-25,2022-05-28,2 wk,sample,88
AT,2022-06-11,inc death,196,A-2022-02-25,2022-05-28,2 wk,sample,88
AT,2022-06-11,inc death,224,B-2022-02-25,2022-05-28,2 wk,sample,88
BE,2022-06-11,inc death,297,A-2022-02-25,2022-05-28,2 wk,sample,88
BE,2022-06-11,inc death,259,B-2022-02-25,2022-05-28,2 wk,sample,88
BG,2022-06-11,inc death,208,A-2022-02-25,2022-05-28,2 wk,sample,88
BG,2022-06-11,inc death,216,B-2022-02-25,2022-05-28,2 wk,sample,88
CH,2022-06-11,inc death,15,A-2022-02-25,2022-05-28,2 wk,sample,88
CH,2022-06-11,inc death,13,B-2022-02-25,2022-05-28,2 wk,sample,88
CY,2022-06-11,inc death,9,A-2022-02-25,2022-05-28,2 wk,sample,88
CY,2022-06-11,inc death,10,B-2022-02-25,2022-05-28,2 wk,sample,88
CZ,2022-06-11,inc death,96,A-2022-02-25,2022-05-28,2 wk,sample,88
CZ,2022-06-11,inc death,71,B-2022-02-25,2022-05-28,2 wk,sample,88
DE,2022-06-11,inc death,1774,A-2022-02-25,2022-05-28,2 wk,sample,88
DE,2022-06-11,inc death,2472,B-2022-02-25,2022-05-28,2 wk,sample,88
DK,2022-06-11,inc death,182,A-2022-02-25,2022-05-28,2 wk,sample,88
DK,2022-06-11,inc death,91,B-2022-02-25,2022-05-28,2 wk,sample,88
EE,2022-06-11,inc death,0,A-2022-02-25,2022-05-28,2 wk,sample,88
EE,2022-06-11,inc death,0,B-2022-02-25,2022-05-28,2 wk,sample,88
ES,2022-06-11,inc death,1801,A-2022-02-25,2022-05-28,2 wk,sample,88
ES,2022-06-11,inc death,1240,B-2022-02-25,2022-05-28,2 wk,sample,88
FI,2022-06-11,inc death,658,A-2022-02-25,2022-05-28,2 wk,sample,88
FI,2022-06-11,inc death,616,B-2022-02-25,2022-05-28,2 wk,sample,88
FR,2022-06-11,inc death,1367,A-2022-02-25,2022-05-28,2 wk,sample,88
FR,2022-06-11,inc death,1308,B-2022-02-25,2022-05-28,2 wk,sample,88
GB,2022-06-11,inc death,1866,A-2022-02-25,2022-05-28,2 wk,sample,88
GB,2022-06-11,inc death,2875,B-2022-02-25,2022-05-28,2 wk,sample,88
GR,2022-06-11,inc death,460,A-2022-02-25,2022-05-28,2 wk,sample,88
GR,2022-06-11,inc death,564,B-2022-02-25,2022-05-28,2 wk,sample,88
HR,2022-06-11,inc death,114,A-2022-02-25,2022-05-28,2 wk,sample,88
HR,2022-06-11,inc death,69,B-2022-02-25,2022-05-28,2 wk,sample,88
HU,2022-06-11,inc death,308,A-2022-02-25,2022-05-28,2 wk,sample,88
HU,2022-06-11,inc death,198,B-2022-02-25,2022-05-28,2 wk,sample,88
IE,2022-06-11,inc death,260,A-2022-02-25,2022-05-28,2 wk,sample,88
IE,2022-06-11,inc death,322,B-2022-02-25,2022-05-28,2 wk,sample,88
IS,2022-06-11,inc death,0,A-2022-02-25,2022-05-28,2 wk,sample,88
IS,2022-06-11,inc death,0,B-2022-02-25,2022-05-28,2 wk,sample,88
IT,2022-06-11,inc death,4070,A-2022-02-25,2022-05-28,2 wk,sample,88
IT,2022-06-11,inc death,2834,B-2022-02-25,2022-05-28,2 wk,sample,88
LI,2022-06-11,inc death,0,A-2022-02-25,2022-05-28,2 wk,sample,88
LI,2022-06-11,inc death,0,B-2022-02-25,2022-05-28,2 wk,sample,88
LT,2022-06-11,inc death,39,A-2022-02-25,2022-05-28,2 wk,sample,88
LT,2022-06-11,inc death,40,B-2022-02-25,2022-05-28,2 wk,sample,88
LU,2022-06-11,inc death,0,A-2022-02-25,2022-05-28,2 wk,sample,88
LU,2022-06-11,inc death,0,B-2022-02-25,2022-05-28,2 wk,sample,88
LV,2022-06-11,inc death,42,A-2022-02-25,2022-05-28,2 wk,sample,88
LV,2022-06-11,inc death,42,B-2022-02-25,2022-05-28,2 wk,sample,88
MT,2022-06-11,inc death,9,A-2022-02-25,2022-05-28,2 wk,sample,88
MT,2022-06-11,inc death,10,B-2022-02-25,2022-05-28,2 wk,sample,88
NL,2022-06-11,inc death,38,A-2022-02-25,2022-05-28,2 wk,sample,88
NL,2022-06-11,inc death,33,B-2022-02-25,2022-05-28,2 wk,sample,88
NO,2022-06-11,inc death,142,A-2022-02-25,2022-05-28,2 wk,sample,88
NO,2022-06-11,inc death,281,B-2022-02-25,2022-05-28,2 wk,sample,88
PL,2022-06-11,inc death,201,A-2022-02-25,2022-05-28,2 wk,sample,88
PL,2022-06-11,inc death,164,B-2022-02-25,2022-05-28,2 wk,sample,88
PT,2022-06-11,inc death,1292,A-2022-02-25,2022-05-28,2 wk,sample,88
PT,2022-06-11,inc death,983,B-2022-02-25,2022-05-28,2 wk,sample,88
RO,2022-06-11,inc death,132,A-2022-02-25,2022-05-28,2 wk,sample,88
RO,2022-06-11,inc death,92,B-2022-02-25,2022-05-28,2 wk,sample,88
SE,2022-06-11,inc death,191,A-2022-02-25,2022-05-28,2 wk,sample,88
SE,2022-06-11,inc death,138,B-2022-02-25,2022-05-28,2 wk,sample,88
SI,2022-06-11,inc death,48,A-2022-02-25,2022-05-28,2 wk,sample,88
SI,2022-06-11,inc death,39,B-2022-02-25,2022-05-28,2 wk,sample,88
SK,2022-06-11,inc death,95,A-2022-02-25,2022-05-28,2 wk,sample,88
SK,2022-06-11,inc death,81,B-2022-02-25,2022-05-28,2 wk,sample,88
AT,2022-06-04,inc case,70560,A-2022-02-25,2022-05-28,1 wk,sample,89
AT,2022-06-04,inc case,85215,B-2022-02-25,2022-05-28,1 wk,sample,89
BE,2022-06-04,inc case,60307,A-2022-02-25,2022-05-28,1 wk,sample,89
BE,2022-06-04,inc case,47544,B-2022-02-25,2022-05-28,1 wk,sample,89
BG,2022-06-04,inc case,5993,A-2022-02-25,2022-05-28,1 wk,sample,89
BG,2022-06-04,inc case,8017,B-2022-02-25,2022-05-28,1 wk,sample,89
